symbol,timestamp,action,prob,price,pred_direction,actual_direction,correct,position_id,event_type,direction,entry_price,close_price,position_open_time,position_close_time,position_duration_hours,allocated_capital,pnl_pct,pnl_amount,fee_paid,open_positions_count,available_capital,total_equity,peak_equity,drawdown_pct,cumulative_pnl,cumulative_closed_trades,portfolio_return_pct
BTC/USDT,2026-01-19 19:00:00,HOLD,0.5252559781074524,0.002212,1.0,0.0,False,0,HOLD,,0.002212,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-19 20:00:00,HOLD,0.5211150050163269,0.001763,1.0,0.0,False,0,HOLD,,0.001763,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-19 21:00:00,HOLD,0.5166550278663635,0.001425,1.0,0.0,False,0,HOLD,,0.001425,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-19 22:00:00,HOLD,0.5144439935684204,0.001327,1.0,1.0,True,0,HOLD,,0.001327,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-19 23:00:00,HOLD,0.512906014919281,0.002011,1.0,0.0,False,0,HOLD,,0.002011,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 00:00:00,HOLD,0.5105590224266052,0.001587,1.0,1.0,True,0,HOLD,,0.001587,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 01:00:00,HOLD,0.5103809833526611,0.003137,1.0,1.0,True,0,HOLD,,0.003137,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 02:00:00,HOLD,0.512270987033844,0.003667,1.0,0.0,False,0,HOLD,,0.003667,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 03:00:00,HOLD,0.5116289854049683,0.003666,1.0,0.0,False,0,HOLD,,0.003666,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 04:00:00,HOLD,0.5111410021781921,0.003373,1.0,1.0,True,0,HOLD,,0.003373,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 05:00:00,HOLD,0.5102499723434448,0.007324,1.0,0.0,False,0,HOLD,,0.007324,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 06:00:00,HOLD,0.5131379961967468,0.005185,1.0,1.0,True,0,HOLD,,0.005185,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 07:00:00,HOLD,0.5153149962425232,0.008938,1.0,0.0,False,0,HOLD,,0.008938,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 08:00:00,HOLD,0.518589973449707,0.008531,1.0,0.0,False,0,HOLD,,0.008531,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 09:00:00,HOLD,0.5229780077934265,0.006531,1.0,0.0,False,0,HOLD,,0.006531,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 10:00:00,HOLD,0.5276269912719727,0.005763,1.0,1.0,True,0,HOLD,,0.005763,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 11:00:00,HOLD,0.5293400287628174,0.006996,1.0,0.0,False,0,HOLD,,0.006996,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 12:00:00,HOLD,0.5309100151062012,0.00651,1.0,1.0,True,0,HOLD,,0.00651,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 13:00:00,HOLD,0.5295640230178833,0.00821,1.0,1.0,True,0,HOLD,,0.00821,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 14:00:00,HOLD,0.5261380076408386,0.009848,1.0,0.0,False,0,HOLD,,0.009848,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 15:00:00,HOLD,0.5254330039024353,0.009254,1.0,1.0,True,0,HOLD,,0.009254,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 16:00:00,HOLD,0.5247560143470764,0.011337,1.0,0.0,False,0,HOLD,,0.011337,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 17:00:00,HOLD,0.5225909948348999,0.007412,1.0,0.0,False,0,HOLD,,0.007412,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-20 18:00:00,HOLD,0.5230389833450317,0.007235,1.0,1.0,True,0,HOLD,,0.007235,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
